CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
12879,22,Male,127651,Referral,Awareness,6109.9,0.277681,0.0467512,31,8.5409,14.8686,97,6,7,8,730,IsConfid,ToolConfid,1
12880,50,Male,43459,PPC,Retention,7348.46,0.257808,0.142043,20,2.86845,6.23787,43,7,8,6,3016,IsConfid,ToolConfid,1
12881,67,Female,69649,PPC,Consideration,6637,0.167867,0.193325,37,3.07501,5.47315,15,9,6,7,3421,IsConfid,ToolConfid,1
12882,65,Female,92495,Referral,Retention,4804.36,0.0316636,0.0447832,25,7.91191,11.3553,70,2,7,4,2635,IsConfid,ToolConfid,1
12883,58,Female,115117,PPC,Awareness,619.102,0.0356473,0.03193,40,7.99216,9.12111,95,5,0,8,4616,IsConfid,ToolConfid,0
12884,36,Female,66384,SEO,Consideration,9594.17,0.27002,0.0835489,48,2.10738,10.0585,16,10,1,1,3358,IsConfid,ToolConfid,1
12885,39,Female,91746,PPC,Awareness,1763.96,0.26399,0.084824,20,1.05969,8.21926,31,3,7,6,2215,IsConfid,ToolConfid,1
12886,22,Female,98053,"Social Media",Consideration,6717.37,0.135975,0.163188,42,4.61242,7.95505,13,11,2,1,1026,IsConfid,ToolConfid,1
12887,19,Female,76278,PPC,Conversion,9137.62,0.105165,0.099089,28,7.25207,5.06704,25,2,6,7,511,IsConfid,ToolConfid,1
12888,47,Male,98156,Email,Retention,7007.99,0.196796,0.0218676,40,8.79998,9.13621,72,9,6,4,498,IsConfid,ToolConfid,1
12889,64,Male,56744,PPC,Retention,2258.69,0.244027,0.184927,42,2.48797,4.38912,12,6,7,7,1953,IsConfid,ToolConfid,1
12890,56,Female,108340,Referral,Consideration,3226.38,0.222189,0.0809057,31,8.33762,5.65705,88,1,7,4,169,IsConfid,ToolConfid,1
12891,21,Male,50568,Email,Retention,399.038,0.188525,0.137021,3,7.16009,9.64362,11,11,7,2,1771,IsConfid,ToolConfid,1
12892,50,Female,37991,Referral,Awareness,6166.31,0.0771382,0.136823,12,2.4936,9.73107,44,13,4,2,2408,IsConfid,ToolConfid,1
12893,30,Female,28912,"Social Media",Retention,6168.63,0.0861264,0.020705,34,8.85955,8.8682,15,6,0,5,3498,IsConfid,ToolConfid,1
12894,37,Female,52527,SEO,Consideration,7282.46,0.21998,0.0106849,26,9.3969,10.2836,93,16,8,6,10,IsConfid,ToolConfid,1
12895,24,Female,116399,"Social Media",Retention,208.863,0.24276,0.026727,0,3.39226,6.47274,51,14,8,6,1031,IsConfid,ToolConfid,1
12896,32,Female,70426,Email,Retention,8196.63,0.0436792,0.191741,48,2.33822,9.11811,20,17,5,2,2788,IsConfid,ToolConfid,1
12897,40,Male,130363,SEO,Awareness,7413.24,0.0643161,0.160859,48,9.70864,1.88165,23,4,8,1,4890,IsConfid,ToolConfid,1
12898,31,Male,118994,PPC,Conversion,1494.78,0.207336,0.0350823,38,1.20596,7.514,42,10,6,4,3400,IsConfid,ToolConfid,1
12899,40,Male,40407,Email,Awareness,3541.5,0.122806,0.126825,13,9.5356,8.99764,4,7,3,2,1608,IsConfid,ToolConfid,1
12900,36,Female,141935,SEO,Retention,6421.4,0.173355,0.126275,36,2.94602,6.62199,32,13,9,6,2177,IsConfid,ToolConfid,1
12901,46,Male,32344,Referral,Retention,5008.39,0.188296,0.0101062,29,4.94317,0.745992,30,1,9,2,1084,IsConfid,ToolConfid,1
12902,37,Female,121741,SEO,Conversion,1239.43,0.235099,0.0915222,13,3.77517,10.6645,8,19,3,7,2512,IsConfid,ToolConfid,1
12903,46,Female,22355,Referral,Conversion,964.719,0.243658,0.145237,10,2.38337,7.1046,34,6,0,6,3329,IsConfid,ToolConfid,1
12904,41,Male,116429,Referral,Awareness,7836.42,0.0912279,0.0454906,30,4.17229,2.75756,7,7,8,7,1529,IsConfid,ToolConfid,1
12905,35,Male,74733,SEO,Conversion,1644.07,0.166976,0.171672,27,5.85323,14.6015,74,3,5,0,1239,IsConfid,ToolConfid,1
12906,27,Female,86285,"Social Media",Awareness,1803.72,0.0458219,0.135458,26,1.84444,14.165,16,9,6,6,4837,IsConfid,ToolConfid,1
12907,58,Female,104971,"Social Media",Consideration,8326.14,0.254184,0.0113156,2,8.2826,2.80095,79,13,1,3,3522,IsConfid,ToolConfid,1
12908,25,Female,65733,Referral,Retention,6160.18,0.25518,0.172434,5,8.20343,10.7545,19,14,2,8,3989,IsConfid,ToolConfid,1
12909,43,Female,76915,Email,Conversion,6086.68,0.0968567,0.013686,38,8.17733,8.00397,90,9,3,3,3232,IsConfid,ToolConfid,1
12910,46,Female,72716,SEO,Consideration,4845.52,0.0565799,0.178706,18,7.17804,4.6948,77,15,2,3,3894,IsConfid,ToolConfid,1
12911,27,Female,131151,Email,Consideration,5733.05,0.0303266,0.0734066,40,5.09736,10.4234,21,2,9,2,1989,IsConfid,ToolConfid,1
12912,34,Female,58526,"Social Media",Awareness,6057.52,0.176743,0.142744,33,8.50352,6.99348,53,1,8,0,4789,IsConfid,ToolConfid,1
12913,19,Female,38088,Email,Awareness,9681.48,0.0365141,0.159612,27,8.66664,13.5283,70,0,7,2,1961,IsConfid,ToolConfid,1
12914,23,Male,85377,PPC,Conversion,2307.44,0.207373,0.0634411,11,3.56911,10.7027,74,10,1,9,3879,IsConfid,ToolConfid,1
12915,22,Female,64405,PPC,Awareness,2224.17,0.206657,0.077723,38,5.32855,7.85999,80,15,8,4,1867,IsConfid,ToolConfid,1
12916,45,Male,58842,"Social Media",Consideration,666.463,0.188056,0.106813,9,2.82667,7.05232,76,11,7,9,1296,IsConfid,ToolConfid,1
12917,58,Male,81788,Email,Consideration,6616.17,0.264203,0.120711,46,3.30211,0.957848,80,4,3,0,544,IsConfid,ToolConfid,1
12918,22,Male,131682,SEO,Retention,5535.52,0.119701,0.065488,24,3.15058,2.83239,74,19,2,1,1002,IsConfid,ToolConfid,1
12919,35,Female,71529,"Social Media",Consideration,1201.27,0.271658,0.198555,22,8.44252,1.15361,67,14,3,0,111,IsConfid,ToolConfid,1
12920,43,Male,109939,PPC,Conversion,3708.94,0.0207084,0.150031,25,3.25734,1.41973,79,16,1,7,2416,IsConfid,ToolConfid,1
12921,37,Male,132833,"Social Media",Retention,1868.77,0.0426995,0.0620889,18,5.91682,1.47284,30,7,7,8,2361,IsConfid,ToolConfid,1
12922,58,Female,123578,Email,Awareness,3381.67,0.12954,0.131682,37,6.65422,0.704194,84,18,5,6,1887,IsConfid,ToolConfid,1
12923,66,Female,72383,Email,Retention,9517.52,0.182258,0.0927205,19,7.70214,11.9745,96,18,9,0,4941,IsConfid,ToolConfid,1
12924,44,Female,132311,Email,Consideration,6864.86,0.0193889,0.173462,44,1.26107,7.43929,12,11,0,3,2477,IsConfid,ToolConfid,1
12925,66,Female,59177,Referral,Conversion,174.934,0.174556,0.0725005,43,5.28173,11.3626,28,6,6,7,4959,IsConfid,ToolConfid,1
12926,29,Female,136903,Email,Awareness,2599.83,0.0991455,0.0456923,17,3.63348,2.932,78,5,3,8,133,IsConfid,ToolConfid,0
12927,24,Female,59056,PPC,Awareness,202.579,0.267273,0.0187659,47,8.50576,12.6976,9,1,3,3,2397,IsConfid,ToolConfid,1
12928,20,Male,108249,PPC,Consideration,7177.2,0.164653,0.197019,10,1.33074,1.86455,32,2,4,1,1653,IsConfid,ToolConfid,0
12929,27,Female,86421,Referral,Conversion,4747.28,0.180489,0.0782521,24,2.86295,5.16992,14,8,7,1,2037,IsConfid,ToolConfid,1
12930,51,Female,53632,PPC,Consideration,9940.79,0.28423,0.0518985,42,3.84183,5.8752,76,10,9,3,741,IsConfid,ToolConfid,1
12931,42,Female,59685,PPC,Consideration,7362.47,0.23161,0.103436,0,1.70057,3.9181,34,17,1,7,3693,IsConfid,ToolConfid,1
12932,52,Female,97222,"Social Media",Conversion,5227.34,0.137099,0.0654115,31,4.55876,2.4909,53,15,6,5,2605,IsConfid,ToolConfid,1
12933,33,Female,88590,Email,Consideration,8066.58,0.148295,0.054251,32,7.69392,9.60723,20,9,8,9,2854,IsConfid,ToolConfid,1
12934,19,Female,28977,"Social Media",Conversion,7077.56,0.197898,0.127113,6,2.91083,0.623094,29,15,7,7,1511,IsConfid,ToolConfid,1
12935,41,Male,110568,"Social Media",Conversion,2513.38,0.0680578,0.0242212,30,7.79022,11.9787,45,8,9,1,4978,IsConfid,ToolConfid,1
12936,27,Female,68967,PPC,Consideration,5349.56,0.0357087,0.106709,25,5.76113,1.11365,41,19,9,2,460,IsConfid,ToolConfid,1
12937,55,Female,94072,SEO,Consideration,5604.39,0.100259,0.083612,6,4.10251,14.4787,70,1,1,9,3428,IsConfid,ToolConfid,1
12938,39,Female,35070,Email,Retention,4567.19,0.235731,0.111181,35,4.31925,13.09,48,17,3,5,109,IsConfid,ToolConfid,1
12939,43,Female,102473,SEO,Awareness,1874.01,0.0846239,0.0708837,45,2.04675,6.51111,23,15,0,9,902,IsConfid,ToolConfid,0
12940,60,Male,41500,PPC,Awareness,2311.35,0.0479202,0.118361,23,3.24803,2.56925,79,19,3,0,4960,IsConfid,ToolConfid,1
12941,56,Male,125987,Referral,Conversion,2882.37,0.0735166,0.0255455,4,7.58102,13.1242,68,13,4,5,3913,IsConfid,ToolConfid,1
12942,44,Male,135475,"Social Media",Retention,201.526,0.206902,0.0814702,21,8.76471,9.84015,5,11,5,5,3917,IsConfid,ToolConfid,1
12943,46,Female,30011,PPC,Conversion,9177.74,0.188045,0.0551247,43,3.39038,7.81927,1,3,1,0,2358,IsConfid,ToolConfid,1
12944,64,Female,68039,PPC,Retention,6892.35,0.209611,0.093237,35,6.29802,5.13141,2,16,4,2,296,IsConfid,ToolConfid,1
12945,55,Male,28896,SEO,Conversion,6927.21,0.103368,0.0856839,2,1.31254,8.6386,52,19,4,0,1562,IsConfid,ToolConfid,1
12946,37,Male,115335,Referral,Awareness,5766.07,0.271248,0.129925,49,1.69666,6.51959,9,19,3,5,4540,IsConfid,ToolConfid,1
12947,44,Female,100118,"Social Media",Retention,6924.18,0.141013,0.129464,36,9.67931,7.24781,23,6,7,8,3863,IsConfid,ToolConfid,1
12948,58,Male,139595,Referral,Consideration,9820.44,0.158977,0.0885393,37,9.06855,12.7591,32,3,9,5,3643,IsConfid,ToolConfid,1
12949,37,Female,59958,Referral,Consideration,3913.09,0.285154,0.0445084,45,1.73154,14.3108,83,14,6,5,1613,IsConfid,ToolConfid,1
12950,61,Male,61912,Referral,Awareness,7154,0.29399,0.120564,5,8.40095,14.4589,21,13,1,1,1457,IsConfid,ToolConfid,1
12951,36,Female,20814,Email,Retention,3659.34,0.201847,0.193638,24,1.92253,13.665,60,19,7,0,2953,IsConfid,ToolConfid,1
12952,37,Male,95276,Referral,Consideration,8557.46,0.283996,0.0452341,22,8.45654,12.1328,95,0,7,3,1887,IsConfid,ToolConfid,1
12953,52,Female,44719,PPC,Consideration,8594.48,0.167037,0.0231212,11,9.22151,7.07803,93,8,4,8,1906,IsConfid,ToolConfid,1
12954,64,Female,121081,Email,Consideration,9032.44,0.0991121,0.0602666,27,2.37777,1.77953,66,3,6,0,3421,IsConfid,ToolConfid,0
12955,19,Male,40150,Email,Awareness,154.087,0.101377,0.0884549,43,2.3251,9.64387,3,19,3,6,113,IsConfid,ToolConfid,1
12956,47,Female,90494,Referral,Conversion,3052.1,0.172093,0.0681758,39,9.33915,6.32935,50,8,4,2,3965,IsConfid,ToolConfid,1
12957,51,Female,23825,PPC,Consideration,1425.85,0.18546,0.168595,31,3.71289,10.4623,3,8,2,8,4693,IsConfid,ToolConfid,1
12958,39,Female,70368,"Social Media",Consideration,4594.46,0.137489,0.103675,24,5.2539,3.70138,38,11,3,1,889,IsConfid,ToolConfid,1
12959,20,Female,34800,Referral,Conversion,5004.95,0.266294,0.0567643,33,3.73996,11.5886,30,15,3,1,3997,IsConfid,ToolConfid,1
12960,23,Male,95535,Email,Consideration,2633.45,0.133742,0.190538,29,7.74402,2.97455,56,4,6,6,1751,IsConfid,ToolConfid,1
12961,32,Female,106390,"Social Media",Retention,7262.12,0.0892929,0.0337619,36,2.89978,12.2243,72,16,9,7,1273,IsConfid,ToolConfid,1
12962,44,Female,131268,"Social Media",Consideration,2770.72,0.0123147,0.0333532,17,5.44708,13.7198,29,5,9,0,4004,IsConfid,ToolConfid,0
12963,27,Female,112851,Email,Conversion,8553.52,0.291465,0.0566041,34,8.65417,13.5545,92,8,9,8,1997,IsConfid,ToolConfid,1
12964,26,Female,125076,"Social Media",Awareness,1858.83,0.249051,0.0245867,47,9.48383,5.52569,88,10,0,6,1032,IsConfid,ToolConfid,1
12965,50,Male,95017,PPC,Awareness,3735.63,0.188512,0.152814,36,4.17462,6.15227,38,1,6,2,2537,IsConfid,ToolConfid,1
12966,49,Female,68505,PPC,Retention,6260.15,0.250857,0.0694341,40,2.02573,12.6525,98,6,4,6,3828,IsConfid,ToolConfid,1
12967,65,Female,142405,Referral,Consideration,6092.82,0.244984,0.148669,5,8.28718,10.5363,24,16,7,5,3033,IsConfid,ToolConfid,1
12968,23,Male,77899,Referral,Consideration,872.488,0.280237,0.15492,18,1.99675,8.13685,57,10,7,7,1667,IsConfid,ToolConfid,1
12969,58,Female,102782,"Social Media",Conversion,8477.96,0.12196,0.0551285,21,8.01359,14.4284,35,9,5,7,963,IsConfid,ToolConfid,1
12970,53,Female,42601,Email,Conversion,6020.84,0.170907,0.108489,31,7.20089,7.98583,10,0,2,0,206,IsConfid,ToolConfid,1
12971,19,Male,30677,PPC,Retention,8711.61,0.0386021,0.108723,26,6.19804,4.03535,89,18,1,3,2507,IsConfid,ToolConfid,1
12972,46,Male,49552,SEO,Retention,8689.59,0.289941,0.175559,15,9.45541,10.3586,45,0,8,1,286,IsConfid,ToolConfid,1
12973,21,Female,149249,Referral,Consideration,5504.6,0.295687,0.0148699,25,3.90154,7.92741,88,19,7,7,1136,IsConfid,ToolConfid,1
12974,18,Male,107858,PPC,Consideration,9116.74,0.238834,0.0701921,38,1.83996,3.45703,20,19,9,7,1449,IsConfid,ToolConfid,1
12975,36,Male,87891,"Social Media",Retention,8499.24,0.141695,0.177673,3,9.83444,2.71025,1,5,4,2,777,IsConfid,ToolConfid,1
12976,43,Female,94693,PPC,Awareness,9585.42,0.154004,0.0549926,15,4.97033,5.64848,73,15,9,3,3508,IsConfid,ToolConfid,1
12977,42,Male,120699,PPC,Awareness,8519.93,0.136256,0.0360072,48,4.90052,14.5743,38,11,2,0,880,IsConfid,ToolConfid,1
12978,27,Female,143355,"Social Media",Awareness,8229.92,0.0950601,0.119466,18,1.80577,2.61358,98,10,6,3,1430,IsConfid,ToolConfid,1
12979,32,Female,111450,Referral,Awareness,4746.67,0.16306,0.0681166,27,7.69197,7.33566,32,17,1,4,2767,IsConfid,ToolConfid,1
12980,39,Female,53292,Referral,Retention,2199.11,0.0254991,0.098786,16,7.48106,5.24045,30,6,4,7,2370,IsConfid,ToolConfid,1
12981,68,Female,148424,SEO,Conversion,9116.02,0.297647,0.165802,44,2.30767,14.1738,3,13,3,3,3887,IsConfid,ToolConfid,1
12982,65,Female,145451,SEO,Awareness,7253.24,0.132975,0.108932,1,3.10426,5.97364,66,12,4,4,194,IsConfid,ToolConfid,1
12983,38,Male,86097,Referral,Retention,2889.3,0.278936,0.108019,1,1.14773,3.78071,68,19,9,2,25,IsConfid,ToolConfid,0
12984,39,Female,93703,Referral,Awareness,3475.86,0.220039,0.0628547,23,9.00756,7.43419,80,7,4,2,4929,IsConfid,ToolConfid,1
12985,53,Female,36184,Referral,Consideration,6892.18,0.0940834,0.160644,26,3.20075,2.72845,12,13,0,4,3125,IsConfid,ToolConfid,1
12986,51,Male,110033,Referral,Awareness,4830.39,0.0743953,0.150565,3,9.34337,6.00187,64,17,9,1,1374,IsConfid,ToolConfid,1
12987,47,Female,109336,PPC,Retention,906.677,0.298746,0.0544829,47,6.14053,11.1207,44,3,7,0,991,IsConfid,ToolConfid,1
12988,42,Female,81046,SEO,Consideration,1500.33,0.233917,0.0708009,35,4.82867,9.19045,38,3,1,4,2886,IsConfid,ToolConfid,1
12989,62,Female,122968,"Social Media",Consideration,7481.92,0.0824018,0.159839,19,1.07047,0.65871,86,8,8,9,2591,IsConfid,ToolConfid,1
12990,45,Female,86741,Email,Awareness,3352.84,0.0295591,0.0779664,11,1.83045,7.7198,88,1,3,0,4376,IsConfid,ToolConfid,0
12991,18,Female,81377,"Social Media",Awareness,5125.73,0.212106,0.0866763,27,2.42816,12.2906,52,13,7,4,3188,IsConfid,ToolConfid,1
12992,66,Female,32039,Email,Consideration,7689.55,0.0978748,0.0792383,28,1.95127,8.66059,30,11,9,3,753,IsConfid,ToolConfid,1
12993,62,Female,65161,PPC,Conversion,7536.64,0.0741859,0.0407102,45,3.30583,7.32079,12,18,2,9,885,IsConfid,ToolConfid,1
12994,21,Male,55006,SEO,Retention,1753.45,0.223132,0.0747703,32,2.39126,6.51859,0,17,4,7,3022,IsConfid,ToolConfid,1
12995,24,Male,37544,Email,Retention,1074.1,0.206986,0.162558,48,6.9745,8.28149,97,11,0,1,4882,IsConfid,ToolConfid,1
12996,66,Female,32987,Referral,Retention,5952.41,0.14961,0.103304,17,3.67328,1.57263,28,0,5,6,3704,IsConfid,ToolConfid,1
12997,26,Female,25239,PPC,Retention,7442.17,0.28337,0.0970613,11,7.46462,12.0952,60,9,7,7,1638,IsConfid,ToolConfid,1
12998,53,Male,64785,Email,Retention,1575.5,0.207095,0.0397067,9,2.21943,12.9199,94,1,3,4,467,IsConfid,ToolConfid,0
12999,36,Male,43358,Referral,Consideration,3782.36,0.269092,0.0437383,23,2.88197,9.08866,71,13,0,2,3725,IsConfid,ToolConfid,1
13000,18,Male,134759,PPC,Retention,8715.75,0.0652604,0.0181605,46,8.08705,14.6954,1,19,9,5,4633,IsConfid,ToolConfid,1
13001,27,Female,102674,Email,Conversion,9447.81,0.0960273,0.0126516,16,6.70669,8.55076,11,15,9,0,1414,IsConfid,ToolConfid,1
13002,53,Female,76450,Referral,Conversion,4595.29,0.0403108,0.102723,42,1.86802,0.893889,55,18,7,2,4873,IsConfid,ToolConfid,1
13003,26,Female,108520,SEO,Awareness,887.208,0.0983282,0.0877541,31,9.63475,7.22588,96,13,5,8,1753,IsConfid,ToolConfid,1
13004,62,Female,48428,PPC,Awareness,2651.19,0.291816,0.0623217,24,7.86281,6.29831,93,13,9,9,3,IsConfid,ToolConfid,1
13005,63,Female,29096,Email,Awareness,2406.4,0.289228,0.198109,6,5.97381,3.31435,40,3,7,4,3189,IsConfid,ToolConfid,1
13006,59,Female,67582,Referral,Awareness,2465.74,0.230512,0.0856193,19,4.0862,8.24948,26,10,1,5,534,IsConfid,ToolConfid,1
13007,49,Male,44536,SEO,Consideration,4989.43,0.161104,0.159881,28,1.84547,7.0944,88,1,5,8,3928,IsConfid,ToolConfid,1
13008,49,Male,77395,Referral,Conversion,5873.93,0.236426,0.0500037,18,4.22382,2.98179,37,6,1,1,4810,IsConfid,ToolConfid,1
13009,23,Female,131595,SEO,Consideration,1312.84,0.170511,0.0569378,10,3.90721,7.83846,96,12,5,6,1117,IsConfid,ToolConfid,1
13010,65,Male,88157,Email,Conversion,8904.62,0.0110175,0.117994,32,1.70534,12.5992,51,7,5,5,2693,IsConfid,ToolConfid,1
13011,55,Female,121494,Referral,Consideration,6237.74,0.155449,0.0107654,49,8.05383,7.88421,79,11,9,8,3347,IsConfid,ToolConfid,1
13012,34,Female,89484,Referral,Conversion,6012.79,0.183688,0.0133108,14,4.73802,3.65262,31,6,6,0,2539,IsConfid,ToolConfid,1
13013,27,Female,21287,"Social Media",Awareness,9874.06,0.087067,0.0370216,30,9.00564,10.4454,87,1,0,3,2792,IsConfid,ToolConfid,1
13014,67,Female,74510,PPC,Conversion,6318.63,0.0689551,0.052393,12,2.42167,13.1121,1,5,0,2,2700,IsConfid,ToolConfid,1
13015,44,Female,43902,Referral,Awareness,9296.7,0.0894046,0.110291,47,3.85815,5.50441,65,10,0,0,890,IsConfid,ToolConfid,1
13016,67,Male,76188,SEO,Conversion,2933.94,0.190852,0.140384,18,3.51133,1.53046,19,16,4,3,3292,IsConfid,ToolConfid,1
13017,52,Female,132894,PPC,Consideration,2477.28,0.0523586,0.0692569,5,8.78645,13.7652,56,14,0,9,3940,IsConfid,ToolConfid,1
13018,69,Female,41164,Email,Retention,5213.54,0.218895,0.0554235,27,5.5696,10.3922,61,19,2,5,20,IsConfid,ToolConfid,1
13019,38,Male,101204,PPC,Conversion,5135.23,0.132576,0.166334,21,2.2764,14.8759,90,10,0,0,4924,IsConfid,ToolConfid,1
13020,42,Male,21772,"Social Media",Consideration,2342.19,0.112471,0.0409276,27,4.21702,10.5709,85,8,6,8,2003,IsConfid,ToolConfid,1
13021,45,Female,73054,Email,Retention,7026.59,0.244097,0.138882,15,9.48864,2.30108,47,16,7,4,4626,IsConfid,ToolConfid,1
13022,64,Female,74878,Referral,Consideration,393.375,0.156758,0.186953,49,5.96339,6.7806,82,19,3,2,2849,IsConfid,ToolConfid,1
13023,32,Female,146800,Email,Retention,6937.24,0.119736,0.0541201,32,1.3306,1.12152,6,9,8,8,652,IsConfid,ToolConfid,1
13024,21,Female,52238,Email,Awareness,4626.06,0.264665,0.0265234,49,1.5206,5.45167,66,3,7,9,4157,IsConfid,ToolConfid,1
13025,46,Female,124504,"Social Media",Conversion,6921.17,0.116793,0.196154,40,3.12113,11.8868,49,3,6,0,3127,IsConfid,ToolConfid,1
13026,26,Male,78293,SEO,Consideration,4823.1,0.25911,0.061447,44,6.59192,8.55662,33,15,8,1,3185,IsConfid,ToolConfid,1
13027,44,Female,101298,Email,Conversion,9775.6,0.156218,0.062376,47,3.20735,7.15464,86,0,9,7,4802,IsConfid,ToolConfid,1
13028,43,Female,121442,SEO,Awareness,3413.38,0.0703221,0.101917,25,8.65103,12.7937,68,6,2,2,2724,IsConfid,ToolConfid,1
13029,36,Male,27213,PPC,Awareness,9827.47,0.187717,0.053901,22,6.6648,3.06801,66,1,1,9,1086,IsConfid,ToolConfid,1
13030,45,Female,34941,"Social Media",Conversion,743.242,0.0927438,0.198646,0,3.70658,8.31004,87,3,9,8,1135,IsConfid,ToolConfid,1
13031,34,Female,115881,Referral,Consideration,6869.23,0.052675,0.0181635,28,4.54541,9.88705,90,1,4,4,4243,IsConfid,ToolConfid,1
13032,60,Male,120720,Email,Consideration,4596.77,0.0350935,0.0957799,7,4.37732,13.9236,33,15,9,8,3132,IsConfid,ToolConfid,1
13033,58,Female,35964,SEO,Consideration,8239.16,0.0800922,0.114186,41,3.82765,2.87305,42,3,8,0,4743,IsConfid,ToolConfid,1
13034,59,Female,46855,Email,Conversion,7917.2,0.223601,0.0987207,38,6.66898,10.747,20,9,1,4,3639,IsConfid,ToolConfid,1
13035,67,Female,78769,"Social Media",Consideration,8022.08,0.25302,0.108899,2,2.81507,1.16441,11,9,1,3,4777,IsConfid,ToolConfid,1
13036,37,Male,141739,Referral,Consideration,1037.91,0.259899,0.19764,12,3.62899,8.72531,31,2,4,6,3862,IsConfid,ToolConfid,1
13037,62,Female,103504,PPC,Retention,8241.42,0.088343,0.176611,19,1.76713,9.85233,46,8,8,0,1159,IsConfid,ToolConfid,1
13038,57,Male,21046,PPC,Consideration,2219,0.201682,0.0686043,42,4.38433,12.6789,85,6,8,2,2358,IsConfid,ToolConfid,1
13039,56,Male,34909,SEO,Awareness,354.235,0.0768027,0.114781,4,1.57946,5.19557,97,18,9,4,4173,IsConfid,ToolConfid,1
13040,66,Female,99114,PPC,Consideration,2255.61,0.190601,0.0100591,44,1.16115,10.6021,86,7,3,7,2935,IsConfid,ToolConfid,1
13041,40,Female,43368,SEO,Conversion,4844.92,0.267291,0.0878181,11,6.81382,1.84408,54,17,8,7,149,IsConfid,ToolConfid,1
13042,64,Female,136853,Referral,Conversion,7446.9,0.0218592,0.0411361,47,2.46209,3.72704,64,3,0,2,1433,IsConfid,ToolConfid,0
13043,49,Female,114135,Email,Consideration,2264.46,0.295715,0.145159,16,1.31678,11.7156,67,4,8,4,4621,IsConfid,ToolConfid,1
13044,69,Male,91255,"Social Media",Conversion,1218.77,0.249855,0.052007,13,1.615,13.4435,16,15,6,8,4241,IsConfid,ToolConfid,1
13045,64,Female,101496,Referral,Conversion,6495.08,0.230882,0.15229,25,2.79289,0.73561,25,17,8,1,3719,IsConfid,ToolConfid,1
13046,50,Female,109142,Referral,Consideration,9840.59,0.210495,0.0695004,29,7.48793,2.9132,94,5,9,6,1333,IsConfid,ToolConfid,1
13047,63,Female,135864,PPC,Retention,6048.62,0.233379,0.185907,41,1.10676,3.54735,32,11,4,6,1514,IsConfid,ToolConfid,1
13048,22,Female,133902,PPC,Retention,6941.47,0.298433,0.0946292,44,7.53868,8.03113,63,19,5,1,4769,IsConfid,ToolConfid,1
13049,60,Female,35624,"Social Media",Retention,5655.56,0.233355,0.169508,31,6.37352,2.73559,91,4,0,5,4033,IsConfid,ToolConfid,1
13050,65,Female,124715,Email,Retention,7845.25,0.111964,0.129352,29,5.62518,14.6529,9,18,1,7,4818,IsConfid,ToolConfid,1
13051,51,Female,126378,Referral,Awareness,9760.46,0.188037,0.195706,11,9.18355,6.124,99,12,0,2,1974,IsConfid,ToolConfid,1
13052,57,Female,30352,PPC,Consideration,5486.88,0.107708,0.151117,35,8.46629,2.57086,45,12,0,8,1859,IsConfid,ToolConfid,1
13053,28,Female,116421,Referral,Conversion,4226.23,0.291319,0.148264,18,4.76893,11.7264,72,3,6,7,417,IsConfid,ToolConfid,1
13054,67,Male,100539,Email,Conversion,8617.4,0.271041,0.0603245,43,1.0603,8.64627,89,10,2,2,4015,IsConfid,ToolConfid,1
13055,20,Male,29223,SEO,Consideration,9700.31,0.17461,0.105923,24,7.39519,13.7545,50,5,0,6,4825,IsConfid,ToolConfid,1
13056,50,Female,116969,Email,Conversion,1378.9,0.236569,0.0651216,32,1.42954,14.0662,33,8,0,7,1231,IsConfid,ToolConfid,1
13057,28,Male,137976,Referral,Awareness,5823.89,0.273809,0.0136658,41,3.50249,12.9104,13,19,6,0,1426,IsConfid,ToolConfid,1
13058,33,Female,98254,Referral,Retention,7945.35,0.0806441,0.145011,20,5.43731,8.68294,40,6,4,2,1941,IsConfid,ToolConfid,1
13059,35,Male,86851,"Social Media",Consideration,5380.06,0.17805,0.0548089,1,1.89407,3.72771,89,11,0,9,3458,IsConfid,ToolConfid,1
13060,47,Male,70044,Referral,Conversion,4151.05,0.149698,0.0854916,36,7.11344,6.71444,94,9,7,8,287,IsConfid,ToolConfid,1
13061,65,Female,107089,PPC,Awareness,6586.78,0.233761,0.0640814,20,3.89232,7.49693,37,2,5,6,2168,IsConfid,ToolConfid,1
13062,27,Female,110218,"Social Media",Conversion,2774.27,0.119934,0.0479308,25,4.25495,14.6451,47,6,4,0,2956,IsConfid,ToolConfid,1
13063,35,Female,105000,Referral,Awareness,3556.42,0.215604,0.0227527,31,6.83492,4.16286,42,9,5,4,2722,IsConfid,ToolConfid,1
13064,55,Female,127240,Email,Conversion,9923.54,0.126868,0.0741991,26,4.58418,6.80354,27,0,7,9,3762,IsConfid,ToolConfid,1
13065,36,Female,51419,Referral,Retention,6401.01,0.0422117,0.0255315,16,3.02113,8.65399,40,11,8,2,1654,IsConfid,ToolConfid,1
13066,53,Male,33767,Email,Consideration,8741.98,0.0410652,0.112661,3,2.59082,6.17147,55,0,8,1,4489,IsConfid,ToolConfid,0
13067,30,Male,92002,Email,Retention,8096.91,0.0445263,0.0137286,38,7.51638,2.249,80,12,2,0,1747,IsConfid,ToolConfid,0
